"species","competitor","shade","salt","tent","tray","roots","shoots"
"Spartina patens","None","75",0,"S3",35,2.72,6.21
"Spartina patens","None","75",0,"S4",41,2.53,7.95
"Spartina patens","None","75",0,"S2",43,2.15,5.67
"Spartina patens","None","75",0,"S2",51,2.07,4.26
"Spartina patens","None","75",0,"S4",54,4.25,6.07
"Spartina patens","None","0",3,"C2",5,3.51,6.85
"Spartina patens","None","0",3,"C1",6,5.53,6.43
"Spartina patens","None","0",3,"C2",20,4.54,6.24
"Spartina patens","None","0",3,"C3",38,1.1,6.69
"Spartina patens","None","0",3,"C3",45,2.68,4.82
"Spartina patens","None","0",3,"C4",61,4.86,6.72
"Spartina patens","None","0",3,"C4",65,5.79,8.79
"Spartina patens","None","90",3,"D1",12,3.29,6.06
"Spartina patens","None","90",3,"D3",13,2.42,5.88
"Spartina patens","None","90",3,"D3",27,2.81,8.99
"Spartina patens","None","90",3,"D1",32,1.05,4.38
"Spartina patens","None","90",3,"D4",57,4.03,6.63
"Spartina patens","None","90",3,"D2",59,10.71,7.42
"Spartina patens","None","90",3,"D2",69,4.67,7.38
"Spartina patens","None","90",3,"D4",71,2.42,5.41
"Spartina patens","None","75",3,"S1",9,1.91,6.48
"Spartina patens","None","75",3,"S3",17,1.69,4.55
"Spartina patens","None","75",3,"S1",22,1.6,6.33
"Spartina patens","None","75",3,"S3",34,2.18,6.02
"Spartina patens","None","75",3,"S4",40,2.59,5.78
"Spartina patens","None","75",3,"S2",42,1.62,4.85
"Spartina patens","None","75",3,"S2",50,1.58,4.18
"Spartina patens","None","75",3,"S4",53,3.38,5.06
"Spartina patens","None","0",6,"C2",3,4.02,6.66
"Spartina patens","None","0",6,"C1",7,2.98,6.7
"Spartina patens","None","0",6,"C2",21,4.74,6.69
"Spartina patens","None","0",6,"C1",30,3.19,6.67
"Spartina patens","None","0",6,"C3",46,1.52,6.19
"Spartina patens","None","0",6,"C3",48,4,7.06
"Spartina patens","None","0",6,"C4",66,3.18,6.35
"Spartina patens","None","90",6,"D1",10,2.91,5.59
"Spartina patens","None","90",6,"D3",15,3.45,5.55
"Spartina patens","None","90",6,"D3",25,2.31,4.4
"Spartina patens","None","90",6,"D1",33,1.65,5.21
"Spartina patens","None","90",6,"D4",56,1.99,5.15
"Spartina patens","None","90",6,"D2",60,3.05,6.67
"Spartina patens","None","90",6,"D2",67,1.57,6.58
"Spartina patens","None","90",6,"D4",70,10.07,6.75
"Spartina patens","None","75",6,"S1",11,1.24,4.95
"Spartina patens","None","75",6,"S3",14,2.1,6.66
"Spartina patens","None","75",6,"S1",23,1,4.5
"Spartina patens","None","75",6,"S4",39,2.66,5.77
"Spartina patens","None","75",6,"S2",44,0.86,4.2
"Spartina patens","None","75",6,"S2",49,2.98,5.39
"Spartina patens","None","75",6,"S4",52,0.83,3.16
"Spartina patens","Panicum virgatum","0",0,"C2",4,3.53,1.1
"Spartina patens","Panicum virgatum","0",0,"C1",8,3.39,6.27
"Spartina patens","Panicum virgatum","0",0,"C2",19,4.34,4.51
"Spartina patens","Panicum virgatum","0",0,"C1",28,6.46,3.81
"Spartina patens","Panicum virgatum","0",0,"C3",47,3.81,4.98
"Spartina patens","Panicum virgatum","0",0,"C4",62,7.31,3.54
"Spartina patens","Panicum virgatum","0",0,"C4",64,1.34,4.65
"Spartina patens","Panicum virgatum","90",0,"D1",1,0.76,5.62
"Spartina patens","Panicum virgatum","90",0,"D3",18,1.12,2.97
"Spartina patens","Panicum virgatum","90",0,"D3",26,0.91,3.08
"Spartina patens","Panicum virgatum","90",0,"D1",31,1.78,4.09
"Spartina patens","Panicum virgatum","90",0,"D4",55,7.47,4.13
"Spartina patens","Panicum virgatum","90",0,"D2",58,2.1,2.94
"Spartina patens","Panicum virgatum","90",0,"D2",68,4.68,3.81
"Spartina patens","Panicum virgatum","75",0,"S1",2,1.42,3.09
"Spartina patens","Panicum virgatum","75",0,"S3",16,2.83,3.78
"Spartina patens","Panicum virgatum","75",0,"S1",24,1.5,4.46
"Spartina patens","Panicum virgatum","75",0,"S3",35,1.3,5.68
"Spartina patens","Panicum virgatum","75",0,"S4",41,2.86,3.74
"Spartina patens","Panicum virgatum","75",0,"S2",43,1.73,3.84
"Spartina patens","Panicum virgatum","75",0,"S2",51,2.21,3.05
"Spartina patens","Panicum virgatum","75",0,"S4",54,1.96,3.74
"Spartina patens","Panicum virgatum","0",3,"C2",5,3.32,4.33
"Spartina patens","Panicum virgatum","0",3,"C1",6,3.01,3.49
"Spartina patens","Panicum virgatum","0",3,"C2",20,4.18,0.99
"Spartina patens","Panicum virgatum","0",3,"C1",29,5.05,6.03
"Spartina patens","Panicum virgatum","0",3,"C3",38,1.55,4.51
"Spartina patens","Panicum virgatum","0",3,"C3",45,1.1,3.48
"Spartina patens","Panicum virgatum","0",3,"C4",61,1.65,3.05
"Spartina patens","Panicum virgatum","0",3,"C4",65,0.81,1.07
"Spartina patens","Panicum virgatum","90",3,"D3",13,1.1,2.35
"Spartina patens","Panicum virgatum","90",3,"D3",27,1.87,4.78
"Spartina patens","Panicum virgatum","90",3,"D1",32,3.24,5.55
"Spartina patens","Panicum virgatum","90",3,"D4",57,0.42,2.73
"Spartina patens","Panicum virgatum","90",3,"D2",59,5.21,4.57
"Spartina patens","Panicum virgatum","90",3,"D2",69,1.66,5.55
"Spartina patens","Panicum virgatum","90",3,"D4",71,4.75,4.12
"Spartina patens","Panicum virgatum","75",3,"S1",9,1.27,2.92
"Spartina patens","Panicum virgatum","75",3,"S3",17,0.99,4.62
"Spartina patens","Panicum virgatum","75",3,"S1",22,1.37,1.72
"Spartina patens","Panicum virgatum","75",3,"S4",40,3.52,4.97
"Spartina patens","Panicum virgatum","75",3,"S2",42,2.92,4.02
"Spartina patens","Panicum virgatum","75",3,"S2",50,2.96,3.06
"Spartina patens","Panicum virgatum","75",3,"S4",53,2.64,3.28
"Spartina patens","Panicum virgatum","0",6,"C2",3,6.05,3.35
"Spartina patens","Panicum virgatum","0",6,"C1",7,3.02,3.62
"Spartina patens","Panicum virgatum","0",6,"C2",21,1.7,2.63
"Spartina patens","Panicum virgatum","0",6,"C1",30,3.65,3.94
"Spartina patens","Panicum virgatum","0",6,"C3",46,1.58,3.33
"Spartina patens","Panicum virgatum","0",6,"C3",48,2.18,3.93
"Spartina patens","Panicum virgatum","0",6,"C4",63,1.5,2.79
"Spartina patens","Panicum virgatum","0",6,"C4",66,5.25,3.26
"Spartina patens","Panicum virgatum","90",6,"D1",10,1.55,2.19
"Spartina patens","Panicum virgatum","90",6,"D3",15,3.32,3.29
"Spartina patens","Panicum virgatum","90",6,"D3",25,1.12,3.18
"Spartina patens","Panicum virgatum","90",6,"D4",56,2.11,0.47
"Spartina patens","Panicum virgatum","90",6,"D2",60,3.07,4.31
"Spartina patens","Panicum virgatum","90",6,"D2",67,4.65,4.46
"Spartina patens","Panicum virgatum","90",6,"D4",70,6.29,3.89
"Spartina patens","Panicum virgatum","75",6,"S1",11,0.92,2.79
"Spartina patens","Panicum virgatum","75",6,"S3",14,2.95,3.74
"Spartina patens","Panicum virgatum","75",6,"S1",23,1.29,3.07
"Spartina patens","Panicum virgatum","75",6,"S3",36,1.26,3.55
"Spartina patens","Panicum virgatum","75",6,"S4",39,1.91,3.12
"Spartina patens","Panicum virgatum","75",6,"S2",44,3.87,3.79
"Spartina patens","Panicum virgatum","75",6,"S2",49,2.43,5.16
"Spartina patens","Panicum virgatum","75",6,"S4",52,3.2,2.9
